"TCGA-A3-3320-01A-02R-1325-07"	"TCGA-A3-3323-01A-02R-1325-07"	"TCGA-A3-3326-01A-01R-0864-07"	"TCGA-A3-A6NJ-01A-12R-A33J-07"	"TCGA-A3-A8OU-01A-11R-A37O-07"	"TCGA-AS-3778-01A-01R-A32Z-07"	"TCGA-B0-5690-01A-11R-1541-07"	"TCGA-B4-5834-01A-11R-1672-07"	"TCGA-B4-5844-01A-11R-1672-07"	"TCGA-B8-A54K-01A-11R-A33J-07"	"TCGA-BP-4165-01A-02R-1289-07"	"TCGA-CW-6093-01A-11R-1672-07"	"TCGA-EU-5904-01A-11R-1672-07"	"TCGA-T7-A92I-01A-11R-A37O-07"
"PARD6B|84612"	466.4248	638.5542	1043.0009	328.5314	623.7302	734.0162	616.2838	597.6905	488.6643	704.0645	490.2194	404.1801	449.1556	413.102
"PARD6G|84552"	422.8966	283.8554	168.344	139.2557	306.7859	218.6507	441.7574	198.7135	461.8933	178.2555	492.7231	217.3633	379.806	109.1834
"PARG|8505"	408.0333	340.7229	326.624	296.5186	281.5928	332.7446	295.8484	439.2777	350.2848	330.982	225.3307	386.1736	338.843	514.5079
"PARK2|5071"	185.4375	1419.759	350.4117	294.1176	340.9183	406.5701	208.3837	280.2449	294.1035	146.0083	369.0416	246.3023	374.7754	362.2495
"PARK7|11315"	2094.6651	2061.2048	2489.4785	3319.3277	4068.2649	2317.2024	2732.366	2586.3753	2505.9127	2255.5145	4587.2318	2293.8907	2323.7513	2786.1203
"PARL|55486"	1039.724	923.8554	900.2745	1052.8211	858.5941	1038.5023	834.7441	1060.2186	676.8151	1161.3481	1083.5902	749.8392	824.2903	661.6811
"PARM1|25849"	1788.1978	1626.0241	1016.4684	1170.8683	993.9049	1427.764	2099.5566	3500.2713	1834.3764	1382.1521	2203.734	1185.5305	2582.1056	173.1977
"PARN|5073"	744.935	691.5663	721.8664	830.3321	742.3811	655.5987	719.0649	1060.8386	790.3089	782.4432	785.1522	677.1704	800.5749	1175.5908
"PARP10|84875"	2182.4294	2228.4337	3349.4968	3322.9292	3967.0866	2668.6683	1943.1681	1570.1775	1352.8761	1705.968	2782.0827	1287.7814	1910.8875	1890.2184
"PARP11|57097"	251.2607	315.1807	263.495	220.8884	190.1666	201.3423	243.4502	237.4642	271.1031	198.41	170.2498	283.9228	219.1879	128.627
"PARP12|64761"	597.0096	706.506	1297.3468	977.9912	662.7387	514.3059	760.9835	696.8922	698.3073	325.6074	882.7955	817.6849	598.2752	601.8546
"PARP14|54625"	3374.6793	3555.6627	6548.9478	5310.5242	2396.9931	2129.9894	2871.8259	2768.6585	2793.6063	1526.8167	2672.9225	3596.7846	2584.9802	2263.5357
"PARP15|165631"	40.6972	59.2771	62.2141	33.2133	27.2247	15.8954	10.8827	4.9601	7.5411	8.9576	27.5404	11.254	6.8272	11.6662
"PARP16|54956"	345.7489	435.1807	358.6459	351.3405	383.1776	292.8294	239.8227	210.8037	264.3161	403.9861	338.4967	261.4148	260.1509	399.0428
"PARP1|142"	1638.5031	1765.7831	1951.5096	1908.7635	2172.2877	1739.3147	1916.5659	1862.8226	2280.0563	1692.9795	1316.9326	2237.299	2020.1222	4206.1023
"PARP2|10038"	335.1323	307.9518	325.7091	293.3173	322.6331	256.7997	270.4555	266.9147	332.5632	380.6965	332.4879	313.1833	208.0489	462.4589
"PARP3|10039"	158.8959	346.0241	325.7091	364.5458	347.8261	261.745	237.0012	251.4144	191.1673	391.8934	242.3557	145.6592	183.9741	1023.9306
"PARP4|143"	2567.1061	3496.8675	2616.6514	1039.6158	1221.861	2629.8128	2331.318	1962.3343	2119.0535	2253.723	1579.3176	2441.1576	1879.6263	1784.9237
"PARP6|56965"	919.4019	1273.7349	1258.9204	782.7131	1252.3364	877.4285	669.8912	634.8911	583.6823	661.5161	1051.5431	837.6206	689.1843	562.9674
"PARP8|79668"	347.1645	941.6867	567.2461	647.0588	556.6843	401.2716	332.5272	313.1055	207.7577	446.5345	407.0974	278.4566	365.7923	245.8869
"PARP9|83666"	1265.9436	1195.6723	1988.1061	2303.8976	987.4035	1236.0191	1089.6332	1310.7618	1462.671	773.9828	1346.9767	1552.4277	1127.2943	1275.8839
"PARS2|25973"	123.1531	154.2169	145.4712	71.2285	86.5502	182.9742	104.7965	134.5424	103.3133	266.0396	131.6933	90.9968	116.4211	139.6949
"PART1|25859"	2.1233	0	0	0	0.4063	0.7065	0.4031	1.86	0	3.583	0	0	0	0.8974
"PARVA|55742"	1557.8165	2091.5663	1266.2397	1163.2653	1531.8976	1675.3797	2206.3684	1887.623	2036.4783	1807.1884	1639.4058	1877.492	1834.3514	1304.2178
"PARVB|29780"	227.1963	654.4578	297.3468	362.1449	576.1885	493.8184	852.0758	689.1421	564.8296	280.3717	421.118	427.9743	526.7697	94.5259
"PARVG|64098"	309.6523	915.1807	780.4209	758.3033	883.3807	329.9188	304.7158	120.9021	124.0514	103.012	361.0298	160.7717	169.9605	365.5399
"PASD1|139135"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2991
"PASK|23178"	186.4992	106.506	123.5133	268.1072	167.0053	215.8248	424.8287	256.6845	177.5933	275.4451	134.6977	329.582	422.9249	164.822
"PATE1|160065"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PATE2|399967"	0	0	0	0	0	0	0	0	0	0	0	0	0.3593	0
"PATE3|100169851"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PATE4|399968"	0	0	0	0	0	0	0	0	0	0.4479	0	0	0	0.2991
"PATL1|219988"	1656.5514	1345.5422	1320.2196	1247.6991	972.369	1226.775	1233.3736	1082.2289	1366.4501	1239.2789	1054.0468	1565.9164	1129.7161	2866.886
"PATL2|197135"	25.8338	42.4096	39.3413	84.4338	21.1296	11.6567	11.2858	18.2903	10.9346	4.9267	68.0999	10.6109	9.7018	20.6401
"PATZ1|23598"	1003.6274	1008.1928	919.4876	946.7787	866.3145	1089.7209	945.5865	1139.5799	961.4922	2257.7539	1130.6592	1055.3055	790.1545	836.3745
"PAWR|5074"	319.9151	192.7711	226.8984	128.8515	111.3369	227.4815	198.3071	298.2252	133.8548	274.5493	131.6933	174.9196	355.7312	307.8074
"PAX1|5075"	0	0.9639	0	0	0	1.0597	0	0	0	0	0	0	0	0.2991
"PAX2|5076"	1729.8062	1119.5181	2767.6121	1393.3573	2328.3218	2568.3504	932.6884	1178.3306	1330.2528	2196.8425	1403.5597	732.1543	1262.6662	2720.3111
"PAX3|5077"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAX4|5078"	0	0	0	0	0	0.3532	0	0	0	0	0	0	0	0
"PAX5|5079"	1.7694	0.9639	0.9149	0.8003	1.219	0	29.0206	1.24	1.8853	0	0	0.6431	3.9526	0.2991
"PAX6|5080"	101.566	89.6386	77.7676	74.0296	92.6453	72.4126	95.1229	86.4915	113.4938	69.4211	101.6492	99.3569	80.848	58.63
"PAX7|5081"	0	0	0	0	0	0	0	0.31	0	0	0	0	0	0
"PAX8|7849"	2367.513	1064.0964	2402.5618	2408.9636	2929.7034	2176.616	1137.8476	1185.1507	2030.8224	2092.4868	2663.4086	1662.3794	2111.3906	4699.671
"PAX9|5083"	1.4156	1.4458	1.8298	3.6014	2.438	2.1194	1.6123	3.4101	0.3771	0.8958	2.5037	1.2862	2.5153	0.2991
"PAXIP1|22976"	360.9378	406.6024	375.7091	304.7539	288.334	353.0837	257.6542	275.6444	333.4832	396.9903	277.7877	453.9389	302.3069	251.729
"PBK|55872"	7.7855	24.0964	61.2992	8.4034	26.0057	42.7411	41.1125	42.1607	46.3779	29.1121	8.0118	45.9807	14.7323	16.1532
"PBLD|64081"	2650.2698	1218.3133	3031.107	2513.8055	1804.1447	1943.4829	3351.8742	1497.6362	3808.6404	200.6494	3556.2188	1962.701	1889.6874	5069.997
"PBOV1|59351"	0.3539	0.4819	0	0.4002	0	0.3532	0	0	0	0.8958	0	0	0	0.2991
"PBRM1|55193"	915.1553	1076.1446	648.6734	587.435	373.4254	687.0364	1266.8279	975.2771	951.6888	760.4971	549.3061	1109.6463	989.2203	1260.2453
"PBX1|5087"	2435.8135	521.9277	1236.0476	1539.0156	615.1971	1813.4935	1284.1596	2753.4682	940.0001	2212.9661	1311.4245	926.6881	2487.6033	387.9749
"PBX2|5089"	1747.8546	1888.1928	2490.3934	1560.6242	2058.5128	1353.5853	2050.3829	1658.839	1818.163	2208.4873	2308.8883	1808.6817	1711.1031	1396.9488
"PBX3|5090"	176.9442	264.0964	290.9424	206.8828	186.9159	176.616	353.4865	259.1645	223.5941	365.4686	192.7829	213.1833	204.0963	325.7553
"PBX4|80714"	14.8633	50.6024	35.6816	17.2069	35.3515	67.1141	10.8827	9.6102	6.0329	58.2242	36.5536	2.5723	20.1222	26.3237
"PBXIP1|57326"	3190.3035	3846.747	3791.3998	3611.4446	4822.0236	4644.6485	4093.9137	4911.1059	4175.1386	11956.1079	5431.9714	3531.1897	4784.7646	5027.8193
"PCA3|50652"	12.3861	2.8916	3.6597	0.4002	2.0317	6.7114	0.4031	4.0301	0.7541	0.4479	2.5037	3.537	3.9526	3.2905
"PCBD1|5092"	896.7531	799.5181	947.85	1066.8267	1207.2328	1028.2586	692.4627	819.0343	822.3587	1033.7028	1889.7732	1022.508	937.8369	7468.4415
"PCBD2|84105"	817.1282	340.241	776.7612	587.3269	386.6518	413.8926	288.9964	371.0765	321.5532	350.5811	414.1077	296.701	434.6928	695.9288
"PCBP1|5093"	10204.3705	7036.1446	10017.3833	10515.8063	11581.8773	10438.361	11015.7195	9271.6423	10208.7852	5776.2849	14943.9302	9532.7974	10246.1373	10104.9955
"PCBP2|5094"	13348.2403	12679.0988	14048.774	9358.0912	10441.9992	12173.4228	10413.8372	13790.4053	13063.1352	9900.3381	13834.9728	12485.1704	12444.682	10118.0556
"PCBP3|54039"	1.4156	129.1566	1.8298	15.6062	6.9078	3.8856	29.4236	1.24	0.3771	3.1351	1.0015	2.2508	0.3593	2.3931
"PCBP4|57060"	171.9897	221.2048	226.8984	194.0776	290.9386	221.8297	259.1697	178.2531	184.3803	293.3602	439.6452	133.4405	202.659	678.4325
"PCCA|5095"	1172.9665	749.6096	876.3038	692.1048	721.3531	986.6902	1052.4103	870.6285	902.9883	1661.6773	904.1969	899.2219	875.1707	2027.2241
"PCCB|5096"	655.4932	674.1735	587.2461	631.6246	877.6717	658.0996	820.2781	746.0684	909.5264	632.6234	953.3741	695.8135	761.8397	1543.9934
"PCDH10|57575"	280.9873	702.6506	431.839	301.3205	159.6912	278.3469	1218.0572	316.5155	1785.3591	2731.1611	306.4497	163.6656	185.7708	11574.3344
"PCDH11X|27328"	0	6.2651	1.8298	0.4002	0	3.5323	0.4031	11.4702	0.3771	5.8224	0	3.2154	1.078	0
"PCDH11Y|83259"	0	7.2289	0.9149	0	0	7.7711	0	20.7704	0	4.4788	0	6.1093	0	0
"PCDH12|51294"	1610.192	1503.1325	1350.4117	1108.4434	1940.6745	1412.9283	6997.9847	3626.1335	2879.1979	1463.218	2457.6065	4777.492	2650.018	102.0042
"PCDH15|65217"	1.4156	0.4819	0.9149	0	0	0	0	0	0	0	0.5007	0	0.3593	0
"PCDH17|27253"	1121.8261	1457.3494	921.3175	743.4974	865.5018	737.5486	5692.4627	1258.312	1814.0154	886.7988	705.0346	3331.5113	1131.1534	29.0159
"PCDH18|54510"	363.4433	181.2048	117.1089	173.6695	169.8497	457.4355	1016.1225	500.0388	335.9567	287.5378	458.6731	320.2572	223.4998	33.5028
"PCDH19|57526"	25.1261	9.6386	16.4684	27.611	5.6887	15.8954	65.2963	55.801	46.3779	7.1661	29.5434	38.9068	41.6816	4.1879
"PCDH1|5097"	782.4471	1761.9277	827.0814	913.5654	798.4559	1241.964	3264.8126	1740.0605	1603.9953	2267.6072	970.9248	1639.2283	1496.9457	74.1849
"PCDH20|64881"	9.555	5.3012	3.6597	2.8011	2.438	13.0696	8.0613	35.6506	5.2788	124.0623	1.5022	7.717	37.0104	2.9913
"PCDH7|5099"	44.9438	54.4578	43.0009	29.2117	11.3775	164.9594	12.495	56.731	26.3939	35.8303	59.5874	71.3826	70.0683	24.828
"PCDH8|5100"	0	0	0	0	0	0.3532	0	0	1.5082	0	0	0	0	0
"PCDH9|5101"	18.7561	15.9036	27.4474	46.8187	10.9711	33.557	22.5715	26.0405	5.6558	17.9151	20.0294	32.1543	22.9968	1.4957
"PCDHA10|56139"	68.166	532.4771	29.7438	17.9712	90.6136	52.2077	464.9617	36.1218	17.7065	34.0074	91.8398	30.7299	50.8947	6.88
"PCDHA11|56138"	426.0073	133.4651	2.7447	6.1224	61.7066	4.5744	79.5969	67.4727	7.3526	192.1577	9.6692	0.9646	8.0956	176.1173
"PCDHA12|56137"	15.4225	29.6675	0.9149	20.9204	45.2052	5.0265	135.1592	163.5899	1.0218	885.8	31.8868	1.4437	8.074	46.7125
"PCDHA13|56136"	16.5407	8.0578	0	1.0684	7.1516	5.0265	38.9923	17.7509	15.3726	24.3691	15.7631	0.9646	15.7312	197.583
"PCDHA1|56147"	13.4902	38.7422	9.0119	5.5902	11.2515	7.6863	20.1653	30.5944	1.0595	16.3565	35.3819	3.6077	6.2019	46.5031
"PCDHA2|56146"	19.2161	44.3373	4.5837	3.2013	14.2219	9.8905	13.3011	41.2307	5.6558	19.2588	10.0147	13.3215	6.1085	39.4855
"PCDHA3|56145"	48.9498	102.8386	10.7502	18.6315	92.8769	41.5224	51.3019	452.952	32.2043	54.3545	54.9256	25.955	33.313	211.4777
"PCDHA4|56144"	121.6243	459.2771	5.4895	13.4454	55.5465	174.5779	138.69	710.2906	17.4426	39.897	18.1116	32.5209	122.8063	136.8591
"PCDHA5|56143"	18.8622	38.7566	8.7008	6.5226	13.4823	17.4355	61.322	15.8103	2.1568	31.5127	14.5463	10.791	10.3234	139.9103
"PCDHA6|56142"	283.6486	126.6892	20.2745	26.2985	32.0642	159.0039	38.0129	56.6597	12.801	473.5013	84.4039	31.9421	20.0539	466.8442
"PCDHA7|56141"	20.0478	64.1783	19.4968	16.4066	39.0695	44.3624	145.5824	29.59	6.459	25.6276	42.963	17.1768	37.3805	194.5049
"PCDHA8|56140"	5.6481	17.4265	0	1.8607	10.1625	2.1194	22.1282	5.2205	1.0595	12.5451	7.8465	3.7138	1.8505	2.5546
"PCDHA9|9752"	6.2567	20.1976	0	0.8483	7.6798	10.1801	40.2862	4.7059	0	6.3016	7.7063	3.119	8.3866	2.1956
"PCDHAC1|56135"	30.6786	17.8313	6.1208	2.401	13.0882	16.3688	44.5707	18.3585	28.2038	13.4363	15.5328	2.9035	24.1322	91.6781
"PCDHAC2|56134"	87.4317	94.2554	38.6276	41.9848	54.4372	36.7291	199.6856	106.769	121.4723	67.1907	112.2147	66.508	149.6946	151.2534
"PCDHB10|56126"	123.8609	173.9759	119.8536	129.6519	119.4636	311.1975	170.8988	346.8961	295.6117	206.024	101.6492	126.045	206.2522	105.2946
"PCDHB11|56125"	290.5423	164.8193	258.9204	29.6118	208.8582	298.1279	114.0669	90.2116	88.2311	58.672	55.0808	138.5852	71.5056	303.9186
"PCDHB12|56124"	88.4721	102.1687	65.8737	32.413	123.1207	130.3426	120.1129	140.4325	227.3646	70.3169	78.6154	111.8971	384.1179	136.7036
"PCDHB13|56123"	72.1932	105.5422	72.2781	125.2501	158.4722	85.4822	138.6538	147.8726	162.511	67.1817	151.7227	66.5595	215.5947	72.3901
"PCDHB14|56122"	153.9414	311.3253	89.6615	108.0432	143.4376	152.9495	234.5828	244.9043	175.708	131.2283	244.8593	176.8489	611.5702	331.738
"PCDHB15|56121"	35.3888	82.4096	1434.5837	86.4346	54.8557	959.7315	317.6139	79.6714	197.5772	50.1624	360.5291	169.7749	181.0995	308.4056
"PCDHB16|57717"	48.4827	126.747	204.9405	171.2685	362.8606	155.4221	663.4422	2568.3949	329.9238	653.9021	185.2719	427.3312	173.1944	234.5199
"PCDHB17|54661"	5.3083	11.5663	6.4044	10.004	13.8155	11.3034	8.0613	10.8502	4.9017	11.6448	8.0118	2.5723	13.6543	36.7933
"PCDHB18|54660"	7.7855	13.9759	5.4895	16.0064	37.7895	26.1392	37.8879	33.4806	17.7216	26.4248	24.0353	17.3633	13.295	6.88
"PCDHB19P|84054"	5.6622	16.8675	2.7447	4.4018	15.4409	8.4776	12.898	20.4604	7.5411	16.1236	12.0176	12.5402	9.3424	4.487
"PCDHB1|29930"	1.0617	0.4819	0	0.4002	0	1.0597	0	4.9601	0	2.6873	0	0	0	12.5636
"PCDHB2|56133"	54.1449	583.1325	12.8088	173.2693	125.1524	134.2282	140.266	200.8835	83.7064	64.4945	63.5933	93.2476	78.6921	61.6213
"PCDHB3|56132"	341.1484	75.1807	29.2772	64.0256	226.3308	264.1469	167.6743	762.5141	284.3001	51.9539	108.1587	56.5916	60.7258	232.6054
"PCDHB4|56131"	143.6787	85.3012	34.7667	99.6399	112.1495	148.0042	330.915	280.8649	248.8568	69.4211	176.7594	441.8006	154.5095	47.2629
"PCDHB5|26167"	68.3005	52.5301	341.2626	29.2117	451.4425	66.0544	68.9238	115.942	78.8047	32.2472	381.0592	34.4051	268.4154	379.0009
"PCDHB6|56130"	66.8849	52.5301	44.8307	184.4738	203.5758	39.562	58.4442	390.9168	65.6077	103.9077	178.7623	152.4116	168.5232	86.1502
"PCDHB7|56129"	62.6382	66.506	28.3623	58.4234	179.1954	207.7005	205.5623	114.392	222.0859	206.4718	429.6305	91.6399	519.9425	361.9503
"PCDHB8|56128"	44.236	65.0602	19.2132	52.0208	163.7546	65.3479	64.4901	80.2914	243.9551	62.2551	40.5595	31.8328	89.4718	57.1343
"PCDHB9|56127"	157.1264	114.2169	37.5114	136.8547	161.7229	110.5616	95.9291	292.6451	117.2643	193.9313	143.2102	95.8199	136.5433	151.9593
"PCDHGA10|56106"	115.2225	19.759	29.2772	40.4162	73.3035	62.6704	29.0206	130.7448	138.0891	112.7757	25.5375	59.4534	115.972	7.6967
"PCDHGA11|56105"	20.7803	20.3566	42.086	15.3982	26.412	38.7566	62.7973	36.0226	74.9738	14.1574	19.3584	371.6527	100.4492	3.2905
"PCDHGA12|26025"	92.4463	36.6265	49.4053	765.3061	37.6229	140.1978	102.9061	25.7305	102.7854	31.3515	57.5995	94.6913	94.5023	12.5636
"PCDHGA1|56114"	30.0805	2.5398	10.979	17.611	17.4726	24.2564	45.5462	43.7108	22.2689	62.7029	11.0162	23.1511	19.7628	15.2587
"PCDHGA2|56113"	159.7629	35.1855	25.6176	39.2837	18.6916	246.4147	77.5736	84.4827	43.7385	69.6764	45.0661	32.4759	83.4747	162.3901
"PCDHGA3|56112"	12.3861	9.5325	459.57	11.6046	3.2507	18.7213	17.3317	559.4482	18.898	17.9151	11.5169	12.8617	11.4984	10.3769
"PCDHGA4|56111"	24.4183	40.6554	73.6688	59.3317	15.4409	26.8456	89.3954	89.2599	33.935	138.1167	49.5077	15.7556	87.0967	26.4523
"PCDHGA5|56110"	48.4827	25.0602	35.6816	645.7583	7.3141	18.7213	66.1024	145.6157	1963.2616	26.8727	30.0441	24.4373	28.3866	30.4517
"PCDHGA6|56109"	71.8641	18.3133	68.6185	42.0168	18.6916	79.1664	81.0157	76.6984	34.6891	40.7569	56.583	130.2283	46.7122	17.0506
"PCDHGA7|56108"	73.1452	17.7735	345.0595	199.5518	73.6367	17.5309	42.3216	25.4793	22.6233	431.6157	51.5757	238.2219	78.0309	77.9509
"PCDHGA8|9708"	11.3244	15.9036	14.6386	7.2029	4.8761	8.8308	27.3559	19.8403	33.1809	8.9576	10.5154	9.701	7.9051	3.2905
"PCDHGA9|56107"	52.241	51.0843	669.2132	475.7983	747.7367	73.1296	95.2882	153.9425	108.1962	192.8967	69.1915	86.0836	68.8573	400.4966
"PCDHGB1|56104"	25.1261	17.5614	23.7877	125.8383	11.7838	115.3267	166.6465	21.0804	219.3597	233.3401	208.1705	13.8264	140.0144	261.9384
"PCDHGB2|56103"	660.7025	165.6867	837.118	311.4006	35.1971	266.7432	462.1604	177.1743	103.0343	146.4382	28.5419	22.8296	311.9008	220.7179
"PCDHGB3|56102"	33.2655	8.6747	28.9113	51.3445	6.0951	13.0696	24.5869	35.6475	29.0333	21.0503	33.0485	9.3248	74.549	18.5462
"PCDHGB4|8641"	66.1771	449.2867	34.108	28.4114	19.5043	54.751	40.3063	230.2286	374.2241	82.4096	49.2623	30.8682	66.8344	23.3323
"PCDHGB5|56101"	64.6554	922.2651	62.3239	37.6311	78.9069	393.0484	148.9117	143.8735	70.8111	302.0446	34.05	109.1479	452.6338	17.0775
"PCDHGB6|56100"	191.2908	62.1012	33.8518	46.5786	65.7538	152.2819	127.243	137.7943	48.6402	375.8191	53.844	62.4212	103.5573	19.5663
"PCDHGB7|56099"	146.1594	455.6627	323.3577	268.9836	1644.0918	704.7757	333.2527	2605.0934	475.686	405.2581	155.0275	1894.4855	380.7977	184.3135
"PCDHGB8P|56120"	4.6005	1.4458	8.2342	0.4002	4.4697	2.4726	0.8061	1.55	0.7541	2.2394	3.0044	1.9293	1.078	1.1965
"PCDHGC3|5098"	3195.0456	2789.6771	2996.4959	2664.2577	3367.2775	2972.734	3658.4079	4984.5555	4103.1172	2663.433	3948.3692	2609.9711	3733.0363	3132.7161
"PCDHGC4|56098"	9.2011	8.1928	10.979	2.8131	6.5014	9.184	18.2144	6.5101	4.9017	6.8077	8.5125	2.8939	7.9051	3.8887
"PCDHGC5|56097"	7.7855	19.4169	20.1281	5.8143	11.7838	16.0403	14.3692	4.0301	6.9793	6.2703	21.9622	14.6559	6.9637	4.2387
"PCDP1|200373"	53.0833	148.9157	41.1711	111.6447	184.0715	107.3826	42.7247	42.1607	57.3125	231.553	92.6359	28.9389	68.2716	156.1472
"PCF11|51585"	2199.0622	1418.7952	1380.6038	1573.4294	1503.0475	1139.1734	1128.9802	825.5444	1094.5929	1360.6539	1217.7871	2218.328	1025.8714	1657.1941
"PCGEM1|64002"	3.8928	0	0	4.0016	15.4409	1.4129	0	4.6501	4.9017	0	0	0	4.6712	0
"PCGF1|84759"	239.9363	195.1807	266.2397	226.8908	255.1808	246.2028	227.7308	230.954	167.7898	241.8542	423.6217	172.3473	232.4829	178.283
"PCGF2|7703"	573.6849	1064.6988	945.2242	789.6319	1099.7359	1208.361	1579.7299	1120.341	1164.0617	1333.1631	2401.2488	856.6592	1192.0014	1124.4571
"PCGF3|10336"	1463.3283	1515.1807	1492.2232	907.1629	1238.5209	1318.2621	1151.1487	737.1929	869.1136	1858.2466	1452.131	1015.7556	809.9174	638.0497
"PCGF5|84333"	2101.0351	2580.7229	1710.8875	2132.8531	1334.4169	1889.7916	1682.7892	2645.5863	2580.5698	1695.6668	1209.2746	2583.9228	1968.0201	1453.784
"PCGF6|84108"	94.1343	115.6627	83.2571	110.4442	129.2158	136.3476	166.4651	181.0432	163.2652	113.3132	98.144	164.6302	136.5433	139.3958
"PCID2|55795"	529.417	520.9639	499.5425	534.6138	502.2349	480.0424	608.2225	556.4597	521.0911	501.1757	639.4384	627.0096	441.9691	410.7089
"PCIF1|63935"	1109.0861	873.7349	1158.28	980.3922	1121.9017	1411.1621	1111.2455	1287.4525	926.8031	1349.4569	1280.8797	945.9807	1208.4082	1130.4218
"PCK1|5105"	19961.4262	193.253	735.5901	3278.1112	5263.7139	1399.8587	11470.3748	367.0464	3216.2858	3494.3455	8488.9575	1001.9293	3106.7194	956.0275
"PCK2|5106"	1211.0059	517.1084	1769.4419	1426.9708	675.7416	919.1099	644.9012	772.8435	635.339	348.4492	1174.2232	720.9003	795.1851	1141.1905
"PCLO|27445"	639.8301	88.6747	147.301	593.8375	180.4145	137.7605	108.8271	144.1525	392.8921	763.6323	194.7858	547.91	255.839	241.6991
"PCM1|5108"	4205.963	3745.0602	2652.333	2742.6971	1799.2686	1959.0251	2596.5337	3468.3407	2892.7719	3942.2237	1776.6072	3821.2219	3840.1006	2583.3084
"PCMT1|5110"	724.7633	766.747	978.957	1061.6246	958.1471	1058.9898	1008.8674	1363.0939	1150.3972	1115.2167	773.6353	1047.91	1211.6421	1196.5301
"PCMTD1|115294"	1845.1738	2187.4699	1705.398	1272.1088	1220.642	1355.3515	1843.2084	2041.0757	2036.1012	1773.1497	1454.1339	1576.8489	2060.3665	1440.6222
"PCMTD2|55251"	2021.4102	2107.9518	1734.6752	1168.8675	1378.7078	2071.7061	1608.6256	1687.0495	2237.826	2657.7091	1234.3114	1623.1511	2178.9436	1470.2363
"PCNAP1|359806"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PCNA|5111"	496.8592	718.5542	824.3367	904.3617	1355.1402	942.4232	1169.6896	958.2268	1034.6411	1079.3864	1067.0659	1178.4566	764.2831	1345.4981
"PCNP|57092"	2179.9522	2002.8916	2866.4227	2742.6971	2363.267	3139.5267	2647.3196	3800.6665	3322.2385	3965.5134	2666.9137	3460.4502	3182.8962	2478.0138
"PCNT|5116"	604.0874	642.8916	586.4593	688.2753	775.2946	557.047	818.6215	563.8999	564.0754	565.6701	452.6643	680.3859	594.682	812.1448
"PCNXL2|80003"	151.1103	525.7831	274.4739	317.3269	367.3304	281.526	115.6792	115.942	126.6907	478.7818	137.2013	99.6785	192.9572	279.6889
"PCNXL3|399909"	824.5599	786.0241	950.5947	1162.0648	1337.2613	1058.2833	1111.6485	798.884	902.2945	833.9492	784.6515	952.7331	770.751	1602.4529
"PCNX|22990"	2529.9478	1921.4458	1483.0741	1545.4182	957.3344	1421.0526	1493.3495	1707.1999	1824.95	1466.3532	863.2668	2180.0643	1939.6335	1974.8729
"PCOLCE2|26577"	934.973	422.6506	433.6688	141.2565	1050.386	325.68	1486.9004	801.674	4105.0063	2.2394	327.4806	144.6945	1185.7708	6.5809
"PCOLCE|5118"	174.0494	435.012	202.15	242.497	326.2657	771.314	754.3813	426.3288	351.7327	422.5999	586.7861	280.9035	439.0765	90.332
"PCOTH|542767"	10.6202	1.8892	10.979	0	7.4766	10.7383	8.9682	8.4972	7.5713	10.3997	9.0232	5.0032	19.0047	46.1711
"PCP2|126006"	6.0161	26.0241	25.6176	6.8027	42.6656	16.9551	4.8368	1.24	0.3771	51.9539	14.0206	2.2508	2.1559	5.0853
"PCP4L1|654790"	6.37	3.3735	9.1491	1.6006	0.8127	3.8856	2.0153	0.93	0.7541	3.583	3.0044	1.2862	1.078	1.7948
"PCP4|5121"	0	0.9639	0	0.8003	4.0634	2.8259	0	0	0.3771	4.4788	0	0.3215	0.3593	650.3141
"PCSK1N|27344"	1.4156	13.9759	3.6597	219.2877	203.1694	425.6446	9.2705	18.9103	81.067	236.9276	907.3315	3.8585	21.2001	40.3829
"PCSK1|5122"	13.4478	47.7108	3.6597	3.2013	4.8761	5.2985	6.449	26.6605	46.7549	16.5715	3.0044	6.4309	14.0137	0.5983
"PCSK2|5126"	1.0617	0.4819	0	0	35.3515	0	0.4031	0	0	0.4479	1.5022	1.2862	0	0
"PCSK4|54760"	31.4961	67.9518	64.0439	41.2165	119.0573	86.8951	44.74	22.9404	32.4268	144.2168	104.6536	22.1865	50.3054	128.3278
"PCSK5|5125"	274.9712	165.3012	210.43	144.0576	96.7087	299.1876	185.006	199.0235	223.217	147.7998	84.6242	208.0386	229.6083	20.6401
"PCSK6|5046"	5175.2632	3322.8916	2475.7548	2673.8695	4937.0175	1181.5613	673.1157	1099.2792	5710.1327	822.3043	889.3051	1756.2701	1317.2835	12.2644
"PCSK7|9159"	595.4596	696.5398	806.441	886.7187	919.1386	573.9032	851.8057	569.1049	617.7192	544.9737	496.083	572.4984	586.0654	895.7074
"PCSK9|255738"	0	0.4819	0	0	0.4063	0.7065	0.8061	0.62	0	0.4479	0.5007	0.3215	0	0.8974
